Fiche-moi la paix !	Leave me alone!
« Passez-moi le sel s'il vous plaît. » « Tenez. »	"Pass me the salt, please."" ""Here you are."
Il y a trop de choses à faire !	There are too many things to do!
Quel âge as-tu ?	What is your age?
Allez, joue avec moi, j'm'ennuie trop !	Come on, play with me, I'm so bored!
Ne songe même pas à manger mon chocolat !	Don't you even think of eating my chocolate!
Arrête de me demander à boire ! Va te servir toi-même.	Stop asking me for a drink! Go get it yourself.
Grâce à toi j'ai perdu mon appétit.	Thanks to you I've lost my appetite.
J'ai vraiment besoin de frapper quelqu'un.	I really need to hit somebody.
Qui est-ce qui ne connaît pas ce problème ? !	Who doesn't know this problem?!
Ça fait si longtemps depuis la dernière fois que je suis allée à Disneyland avec ma famille.	It has been so long since I last went to Disneyland with my family.
Mes parents n'arrêtent pas de se disputer sur des choses stupides. C'est tellement énervant !	My parents keep arguing about stupid things. It's so annoying!
Si tu ne veux pas mettre de crème solaire c'est ton problème, mais ne viens pas te plaindre quand t'auras des coups de soleil.	If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.
Mes amis disent toujours que je suis trop calme, mais ma famille dit toujours que je suis trop agaçante.	My friends always say I'm too calm, but my family always says I'm too annoying.
Je déteste ces araignées, elles sont toujours là pour me ficher la trouille quand j'fais le ménage.	I hate those spiders. They're always there to freak me out when I'm cleaning.
Trop énervant... J'peux même plus utiliser un ordinateur sans avoir mal à la tête maintenant !	So annoying... Now I get a headache whenever I use the computer!
Il fait tellement chaud qu'on pourrait faire cuire des œufs sur le capot des voitures.	It's so hot that you could cook an egg on the hood of a car.
Aujourd'hui, il fait très chaud.	It is very hot today.
Personne n'est venu.	Nobody came.
Je n'ai jamais vu de réfrigérateur rouge.	I never saw a red fridge.
Il n'a pas tenu sa parole.	He broke his word.
Il vaut mieux être détesté pour ce que l'on est, qu'aimé pour ce que l'on n'est pas.	Better to be hated for who you are than loved for who you're not.
Ne sois pas inquiet, sois heureux !	Don't worry, be happy!
L'écurie est bien vide depuis que le cheval est mort.	It's lonely in the saddle since the horse died.
Les mathématiques sont la partie des sciences qu'on pourrait continuer à faire si on se réveillait demain et découvrait que l'univers avait disparu.	Mathematics is the part of science you could continue to do if you woke up tomorrow and discovered the universe was gone.
Mes yeux sont un océan dans lequel se reflètent mes rêves.	My eyes are an ocean in which my dreams are reflected.
Vous connaissez la phrase, « on récolte ce que l’on sème. » Moi, j’ai semé le vent, maintenant voilà ma tempête.	You know the phrase, we reap what we sow. I have sown the wind and this is my storm.
Regarde-moi quand je te parle !	Look at me when I talk to you!
Que serait le monde sans les femmes ?	What would the world be without women?
Et si tu faisais un discours et que personne ne venait ?	What if you gave a speech and nobody came?
Je ne sais pas quoi dire pour te consoler.	I don't know what to say to make you feel better.
Ce n'est pas mon type.	This is not my type.
J'essayais de tuer le temps.	I was trying to kill time.
Comment en es-tu venu à cette idée folle ?	How did you come up with this crazy idea?
Je suis fatigué !	I'm tired.
Qui veut du chocolat chaud ?	Who wants some hot chocolate?
Parlez plus lentement s'il vous plaît !	Speak more slowly, please!
Je ne comprends pas.	I don't get it.
Dans combien de temps arrivons-nous ?	When do we arrive?
L'addition s'il vous plaît.	The check, please.
Et qu'est-ce que nous allons faire ?	And what are we going to do?
Où peut-on téléphoner ?	Where can one make a phone call?
Je dois vous avouer que je ronfle...	I must admit that I snore.
Ce soir nous allons à l'église.	Tonight we're going to church.
Comment vas-tu ? As-tu fait un bon voyage ?	How are you? Did you have a good trip?
Je ne me sens pas bien.	I don't feel well.
Appelez la police !	Call the police!
C'est trop cher !	It's too expensive!
Elle fait semblant de dormir, c'est pour ça qu'elle ne ronfle pas.	She's faking sleep. That's why she's not snoring.
Mes chaussures sont trop petites, j'en ai besoin de nouvelles.	My shoes are too small. I need new ones.
On s'tire d'ici, les flics arrivent.	We're getting out of here. The cops are coming.
Joyeux Noël !	Merry Christmas!
Ça serait trop cool si je pouvais parler dix langues !	It would be so cool if I could speak ten languages!
« Si t'es fatigué, pourquoi ne vas-tu pas dormir ? » « Parce que si j'vais dormir tout de suite, je me réveillerai trop tôt. »	"If you're tired, why don't you go to sleep?"" ""Because if I go to sleep now I will wake up too early."
Tu aurais dû m'écouter.	You should have listened to me.
C'est une pagaille totale, et ça me tape sur les nerfs.	It's a complete mess, and it's getting on my nerves.
Quand le corps est touché, des récepteurs dans la peau envoient des messages au cerveau causant la libération de produits chimiques tels que l'endorphine.	When the body is touched, receptors in the skin send messages to the brain causing the release of chemicals such as endorphins.
Qu'est-ce que cela implique ?	What does it involve?
On s'attend à ce que cent cinquante mille couples se marient à Shanghai en 2006.	One hundred and fifty thousand couples are expected to get married in Shanghai in 2006.
Ceux qui seront sélectionnés devront faire face à de considérables tests médicaux et psychologiques.	Those selected will have to face extensive medical and psychological tests.
Un demi-million d'enfants font encore face à la malnutrition au Niger.	Half a million children still face malnutrition in Niger.
Cela prendra cinq à dix ans avant que la technologie ne soit prête.	It will take five to ten years for the technology to be ready.
Les bicyclettes sont un outil pour la préservation de l'environnement urbain.	Bicycles are tools for urban sustainability.
Le gouvernement français a lancé un jeu en ligne qui défie les contribuables d'équilibrer le budget national.	The French government has launched an online game that challenges taxpayers to balance the national budget.
Il serait ravi d'entendre ça.	He would be glad to hear that.
Que croyez-vous être vrai bien que vous ne puissiez le prouver ?	What do you believe is true even though you cannot prove it?
Les ordinateurs rendent les gens stupides.	Computers make people stupid.
Ne demandez pas ce qu'ils pensent. Demandez ce qu'ils font.	Don't ask what they think. Ask what they do.
Quand vous essayez de prouver quelque chose, ça aide de savoir que c'est vrai.	When you're trying to prove something, it helps to know it's true.
Ce qui change le monde, c'est la communication, pas l'information.	What changes the world is communication, not information.
La plupart des avancées scientifiques ne sont rien d'autre que la découverte d'une évidence.	Most scientific breakthroughs are nothing else than the discovery of the obvious.
Si vous ne comprenez pas quelque chose, c'est parce que vous n'êtes pas conscient de son contexte.	If you don't understand something, it's because you aren't aware of its context.
On ne peut que connaître le passé, pas le changer. On ne peut que changer le futur, pas le connaître.	The past can only be known, not changed. The future can only be changed, not known.
La question clé n'est pas qu'est-ce que je peux gagner mais qu'est-ce que j'ai à perdre.	The key question is not what can I gain but what do I have to lose.
Tout ce qui peut être mal compris le sera.	Anything that can be misunderstood will be.
Tout univers suffisamment simple pour être compris est trop simple pour produire un esprit capable de le comprendre.	Any universe simple enough to be understood is too simple to produce a mind able to understand it.
Pourquoi la vie est-elle si remplie de souffrance ?	Why is life so full of suffering?
Malgré l'importance du sommeil, son intérêt est un mystère.	Despite the importance of sleep, its purpose is a mystery.
Qu'est-ce que cela signifie d'avoir un esprit éduqué au XXIe siècle ?	What does it mean to have an educated mind in the 21st century?
La passion crée de la souffrance.	Passion creates suffering.
Le train venant de Genève va entrer en gare.	The train from Geneva will arrive at the station.
Je voudrais lui offrir un cadeau pour son anniversaire.	I would like to give him a present for his birthday.
Je meurs de faim !	I'm starving!
Est-ce que tu as des copains en Antigua ?	Do you have friends in Antigua?
Un mètre cube correspond à 1000 litres.	A cubic meter corresponds to 1000 liters.
J'ai tellement de travail que je reste une heure de plus.	I have so much work that I will stay for one more hour.
Je suis mariée et j'ai deux enfants.	I am married and have two children.
Il joue très bien du piano.	He plays the piano very well.
Je le vois rarement.	I see it rarely.
J'aimerais faire mes études à Paris.	I'd like to study in Paris.
Vous ne savez pas qui je suis.	You don't know who I am.
Pourquoi est-ce que tu ne manges pas de légumes ?	Why don't you eat vegetables?
Pourquoi est-ce que les gens vont au cinéma ?	Why do people go to the movies?
Je me déshabille.	I'm undressing.
La voiture s'écrasa contre le mur.	The car crashed into the wall.
Il n'y a pas de visions réelles.	There are no real visions.
Ça ne sert à rien de me dire « Salut, comment ça va ? » si tu n'as rien d'autre à dire.	"There's no point saying ""Hi, how are you?"" to me if you have nothing else to say."
Dans un dictionnaire comme celui-ci il devrait y avoir au moins deux phrases avec « réfrigérateur ».	"In a dictionary like this one there should be at least two sentences with ""fridge""."
Le créationnisme est une pseudo-science.	Creationism is a pseudo-science.
Le vent s'est calmé.	The wind calmed down.
Jeter le bébé avec l'eau du bain.	To throw the baby out with the bath-water.
Je ne veux pas demander ta main !	I don't want to propose to you!
Donne-moi du temps pour te donner tout ce que j'ai !	Give me time to give you everything I have!
Un démocrate est un citoyen libre qui se plie à la volonté de la majorité.	A democrat is a free citizen who yields to the will of the majority.
Vouloir c'est pouvoir.	Where there's a will, there's a way.
Qui cherche, trouve.	Who searches, finds.
Rome ne s'est pas faite en un jour.	Rome wasn't built in a day.
Qui ne dit mot consent.	Silence gives consent.
« As-tu fini ? » « Au contraire, je n'ai même pas encore commencé. »	"Have you finished?"" ""On the contrary, I have not even begun yet."
« Bonjour », dit Tom avec un sourire.	"""Good morning"", said Tom with a smile."
